Site Name,Country,Region,Category,Year Inscribed,Is Endangered,Longitude,Latitude,Area (ha),UNESCO Criteria,Endangered Status (Year),Year Listed Endangered,Delisting Year,Site ID
Engelsberg Ironworks,Sweden,Europe and North America,Cultural,1993,Not Endangered,16.00833,59.96667,9.596,(iv),,,,556
Rock Carvings in Tanum,Sweden,Europe and North America,Cultural,1994,Not Endangered,11.34111,58.70111,4137.609,(i)(iii)(iv),,,,557
Skogskyrkogården,Sweden,Europe and North America,Cultural,1994,Not Endangered,18.09944,59.27556,108.08,(ii)(iv),,,,558
Royal Domain of Drottningholm,Sweden,Europe and North America,Cultural,1991,Not Endangered,17.88333,59.32306,162.429,(iv),,,,559
Hanseatic Town of Visby,Sweden,Europe and North America,Cultural,1995,Not Endangered,18.29583,57.64167,0,(iv)(v),,,,731
"Church Town of Gammelstad, Luleå ",Sweden,Europe and North America,Cultural,1996,Not Endangered,22.02861,65.64611,16.402,(ii)(iv)(v),,,,762
Laponian Area,Sweden,Europe and North America,Mixed,1996,Not Endangered,17.58333,67.33333,940900,(iii)(v)(vii)(viii)(ix),,,,774
Naval Port of Karlskrona,Sweden,Europe and North America,Cultural,1998,Not Endangered,15.58333,56.16667,320.417,(ii)(iv),,,,871
Agricultural Landscape of Southern Öland,Sweden,Europe and North America,Cultural,2000,Not Endangered,16.48333,56.325,56323,(iv)(v),,,,968
Mining Area of the Great Copper Mountain in Falun,Sweden,Europe and North America,Cultural,2001,Not Endangered,15.63083,60.60472,42.82,(ii)(iii)(v),,,,1027
"Grimeton Radio Station, Varberg",Sweden,Europe and North America,Cultural,2004,Not Endangered,12.38333333,57.1,109.09,(ii)(iv),,,,1134
Decorated Farmhouses of Hälsingland,Sweden,Europe and North America,Cultural,2012,Not Endangered,16.19583333,61.70722222,14.84,(v),,,,1282
Old City of Berne,Switzerland,Europe and North America,Cultural,1983,Not Endangered,7.45028,46.94806,84.684,(iii),,,,267
Abbey of St Gall,Switzerland,Europe and North America,Cultural,1983,Not Endangered,9.37778,47.42333,0,(ii)(iv),,,,268
Benedictine Convent of St John at Müstair,Switzerland,Europe and North America,Cultural,1983,Not Endangered,10.44765,46.62945,2.036,(iii),,,,269
"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",Switzerland,Europe and North America,Cultural,2000,Not Endangered,9.02242,46.19314,5,(iv),,,,884
Swiss Alps Jungfrau-Aletsch,Switzerland,Europe and North America,Natural,2001,Not Endangered,8.033333333,46.5,82400,(vii)(viii)(ix),,,,1037
Swiss Tectonic Arena Sardona,Switzerland,Europe and North America,Natural,2008,Not Endangered,9.25,46.91666667,32850,(viii),,,,1179
"Lavaux, Vineyard Terraces",Switzerland,Europe and North America,Cultural,2007,Not Endangered,6.746111111,46.49194444,898,(iii)(iv)(v),,,,1243
"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",Switzerland,Europe and North America,Cultural,2009,Not Endangered,6.832777778,47.10388889,283.9,(iv),,,,1302
Ancient City of Damascus,Syrian Arab Republic,Arab States,Cultural,1979,Endangered,36.30639,33.51139,86.12,(i)(ii)(iii)(iv)(vi),Y 2013,2013,,20
Ancient City of Aleppo,Syrian Arab Republic,Arab States,Cultural,1986,Endangered,37.16277778,36.19916667,364,(iii)(iv),Y 2013,2013,,21
Ancient City of Bosra,Syrian Arab Republic,Arab States,Cultural,1980,Endangered,36.48167,32.51806,116.2,(i)(iii)(vi),Y 2013,2013,,22
Site of Palmyra,Syrian Arab Republic,Arab States,Cultural,1980,Endangered,38.26667,34.55417,1640,(i)(ii)(iv),Y 2013,2013,,23
Crac des Chevaliers and Qal’at Salah El-Din,Syrian Arab Republic,Arab States,Cultural,2006,Endangered,36.26305556,34.78166667,8.87,(ii)(iv),Y 2013,2013,,1229
Ancient Villages of Northern Syria,Syrian Arab Republic,Arab States,Cultural,2011,Endangered,36.84416667,36.33416667,12290,(iii)(iv)(v),Y 2013,2013,,1348
Proto-urban Site of Sarazm,Tajikistan,Asia and the Pacific,Cultural,2010,Not Endangered,67.46027778,39.50777778,15.93,(ii)(iii),,,,1141
Tajik National Park (Mountains of the Pamirs),Tajikistan,Asia and the Pacific,Natural,2013,Not Endangered,72.30527778,38.765,2611674,(vii)(viii),,,,1252
Historic Town of Sukhothai and Associated Historic Towns,Thailand,Asia and the Pacific,Cultural,1991,Not Endangered,99.78972,17.00722,11852,(i)(iii),,,,574
Ban Chiang Archaeological Site,Thailand,Asia and the Pacific,Cultural,1992,Not Endangered,103.35833,17.54861,30,(iii),,,,575
Historic City of Ayutthaya,Thailand,Asia and the Pacific,Cultural,1991,Not Endangered,100.56056,14.34778,289,(iii),,,,576
Dong Phayayen-Khao Yai Forest Complex,Thailand,Asia and the Pacific,Natural,2005,Not Endangered,102.05,14.33,615500,(x),,,,590
Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,Thailand,Asia and the Pacific,Natural,1991,Not Endangered,98.91667,15.33333,622200,(vii)(ix)(x),,,,591
"Koutammakou, the Land of the Batammariba",Togo,Africa,Cultural,2004,Not Endangered,1.133333333,10.06666667,50000,(v)(vi),,,,1140
Ichkeul National Park,Tunisia,Arab States,Natural,1980,Not Endangered,9.67472,37.16361,12600,(x),P 1996-2006,1996,2006,8
Medina of Tunis,Tunisia,Arab States,Cultural,1979,Not Endangered,10.16667,36.81667,296.41,(ii)(iii)(v),,,,36
Archaeological Site of Carthage,Tunisia,Arab States,Cultural,1979,Not Endangered,10.32333,36.85278,616.02,(ii)(iii)(vi),,,,37
Amphitheatre of El Jem,Tunisia,Arab States,Cultural,1979,Not Endangered,10.70694,35.29639,1.37,(iv)(vi),,,,38
Punic Town of Kerkuane and its Necropolis,Tunisia,Arab States,Cultural,1985,Not Endangered,11.09917,36.94639,0.1119,(iii),,,,332
Medina of Sousse,Tunisia,Arab States,Cultural,1988,Not Endangered,10.63861,35.82778,31.68,(iii)(iv)(v),,,,498
Kairouan,Tunisia,Arab States,Cultural,1988,Not Endangered,10.10389,35.68167,68.02,(i)(ii)(iii)(v)(vi),,,,499
Dougga / Thugga,Tunisia,Arab States,Cultural,1997,Not Endangered,9.22028,36.42361,75,(ii)(iii),,,,794
Historic Areas of Istanbul,Turkey,Europe and North America,Cultural,1985,Not Endangered,28.97993,41.00847,765.5,(i)(ii)(iii)(iv),,,,356
Göreme National Park and the Rock Sites of Cappadocia,Turkey,Europe and North America,Mixed,1985,Not Endangered,34.85,38.66667,9883.81,(i)(iii)(v)(vii),,,,357
Great Mosque and Hospital of Divriği,Turkey,Europe and North America,Cultural,1985,Not Endangered,38.121826,39.371271,2016,(i)(iv),,,,358
Hattusha: the Hittite Capital,Turkey,Europe and North America,Cultural,1986,Not Endangered,34.62056,40.01389,268.46,(i)(ii)(iii)(iv),,,,377
Nemrut Dağ,Turkey,Europe and North America,Cultural,1987,Not Endangered,38.76369,38.03661,11,(i)(iii)(iv),,,,448
Xanthos-Letoon,Turkey,Europe and North America,Cultural,1988,Not Endangered,29.32028,36.335,126.4,(ii)(iii),,,,484
Hierapolis-Pamukkale,Turkey,Europe and North America,Mixed,1988,Not Endangered,29.12333,37.92389,1077,(iii)(iv)(vii),,,,485
City of Safranbolu,Turkey,Europe and North America,Cultural,1994,Not Endangered,32.68972,41.26,193,(ii)(iv)(v),,,,614
Archaeological Site of Troy,Turkey,Europe and North America,Cultural,1998,Not Endangered,26.239,39.95644,158,(ii)(iii)(vi),,,,849
Ephesus,Turkey,Europe and North America,Cultural,2015,Not Endangered,27.35944444,37.92916667,662.62,(iii)(iv)(vi),,,,1018
Selimiye Mosque and its Social Complex,Turkey,Europe and North America,Cultural,2011,Not Endangered,26.55944444,41.67777778,2.5,(i)(iv),,,,1366
Neolithic Site of Çatalhöyük,Turkey,Europe and North America,Cultural,2012,Not Endangered,32.82805556,37.66666667,37,(iii)(iv),,,,1405
Bursa and Cumalıkızık: the Birth of the Ottoman Empire,Turkey,Europe and North America,Cultural,2014,Not Endangered,29.06233611,40.18473056,27.467,(i)(ii)(iv)(vi),,,,1452
Pergamon and its Multi-Layered Cultural Landscape,Turkey,Europe and North America,Cultural,2014,Not Endangered,27.18,39.12583333,332.5,(i)(ii)(iii)(iv)(vi),,,,1457
Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,Turkey,Europe and North America,Cultural,2015,Not Endangered,40.23930833,37.9031,521.23,(iv),,,,1488
Archaeological Site of Ani,Turkey,Europe and North America,Cultural,2016,Not Endangered,43.56666667,40.5,250.7,(ii)(iii)(iv),,,,1518
Aphrodisias,Turkey,Europe and North America,Cultural,2017,Not Endangered,28.72361111,37.70833333,152.25,(ii)(iii)(iv)(vi),,,,1519
Göbekli Tepe,Turkey,Europe and North America,Cultural,2018,Not Endangered,38.92236389,37.22324194,126,(i)(ii)(iv),,,,1572
State Historical and Cultural Park “Ancient Merv”,Turkmenistan,Asia and the Pacific,Cultural,1999,Not Endangered,62.1775,37.70083,353.24,(ii)(iii),,,,886
Kunya-Urgench,Turkmenistan,Asia and the Pacific,Cultural,2005,Not Endangered,59.08494,42.18318,0,(ii)(iii),,,,1199
Parthian Fortresses of Nisa,Turkmenistan,Asia and the Pacific,Cultural,2007,Not Endangered,58.19861111,37.99972222,77.905,(ii)(iii),,,,1242
Bwindi Impenetrable National Park,Uganda,Africa,Natural,1994,Not Endangered,29.66138889,-1.080555556,32092,(vii)(x),,,,682
Rwenzori Mountains National Park,Uganda,Africa,Natural,1994,Not Endangered,29.92416667,0.223611111,99600,(vii)(x),P 1999-2004,1999,2004,684
Tombs of Buganda Kings at Kasubi,Uganda,Africa,Cultural,2001,Endangered,32.55138889,0.348611111,26.8,(i)(iii)(iv)(vi),Y 2010,2010,,1022
"Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra",Ukraine,Europe and North America,Cultural,1990,Not Endangered,30.51686,50.45258,28.52,(i)(ii)(iii)(iv),,,,527
L'viv – the Ensemble of the Historic Centre,Ukraine,Europe and North America,Cultural,1998,Not Endangered,24.03198,49.84163,120,(ii)(v),,,,865
Residence of Bukovinian and Dalmatian Metropolitans,Ukraine,Europe and North America,Cultural,2011,Not Endangered,25.92472222,48.29666667,8,(ii)(iii)(iv),,,,1330
Ancient City of Tauric Chersonese and its Chora,Ukraine,Europe and North America,Cultural,2013,Not Endangered,33.49138889,44.61083333,259.3752,(ii)(v),,,,1411
"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",United Arab Emirates,Arab States,Cultural,2011,Not Endangered,55.80638889,24.06777778,4945.45,(iii)(iv)(v),,,,1343
Giant's Causeway and Causeway Coast,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Natural,1986,Not Endangered,-6.485277778,55.25,239.405,(vii)(viii),,,,369
Durham Castle and Cathedral,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1986,Not Endangered,-1.576111111,54.77472222,8.79,(ii)(iv)(vi),,,,370
Ironbridge Gorge,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1986,Not Endangered,-2.472777778,52.62638889,547.9,(i)(ii)(iv)(vi),,,,371
Studley Royal Park including the Ruins of Fountains Abbey,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1986,Not Endangered,-1.573055556,54.11611111,310,(i)(iv),,,,372
"Stonehenge, Avebury and Associated Sites",United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1986,Not Endangered,-1.825277778,51.17888889,4985.4,(i)(ii)(iii),,,,373
Castles and Town Walls of King Edward in Gwynedd,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1986,Not Endangered,-4.276944444,53.13972222,6,(i)(iii)(iv),,,,374
St Kilda,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Mixed,1986,Not Endangered,-8.576666667,57.81722222,24201.4004,(iii)(v)(vii)(ix)(x),,,,387
The English Lake District,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2017,Not Endangered,-3.082416667,54.47661111,229205.19,(ii)(v)(vi),,,,422
Blenheim Palace,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1987,Not Endangered,-1.361388889,51.84194444,0,(ii)(iv),,,,425
Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1987,Not Endangered,-0.128611111,51.49972222,10.26,(i)(ii)(iv),,,,426
City of Bath,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1987,Not Endangered,-2.358611111,51.38138889,2900,(i)(ii)(iv),,,,428
New Lanark,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2001,Not Endangered,-3.783055556,55.66333333,146,(ii)(iv)(vi),,,,429
Henderson Island,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Natural,1988,Not Endangered,-128.3333333,-24.36666667,3700,(vii)(x),,,,487
Tower of London,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1988,Not Endangered,-0.076111111,51.50805556,0,(ii)(iv),,,,488
"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1988,Not Endangered,1.083333333,51.28,18.17,(i)(ii)(vi),,,,496
Heart of Neolithic Orkney,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1999,Not Endangered,-3.188666667,58.99605556,15,(i)(ii)(iii)(iv),,,,514
Old and New Towns of Edinburgh,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1995,Not Endangered,-3.216666667,55.95,0,(ii)(iv),,,,728
Gough and Inaccessible Islands,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Natural,1995,Not Endangered,-9.928611111,-40.32472222,7900,(vii)(x),,,,740
Maritime Greenwich,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,1997,Not Endangered,-0.003777778,51.48116667,109.5,(i)(ii)(iv)(vi),,,,795
"Historic Town of St George and Related Fortifications, Bermuda",United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2000,Not Endangered,-64.67777778,32.37944444,257.5,(iv),,,,983
Blaenavon Industrial Landscape,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2000,Not Endangered,-3.088055556,51.77638889,3290,(iii)(iv),,,,984
Saltaire,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2001,Not Endangered,-1.788333333,53.83916667,20,(ii)(iv),,,,1028
Dorset and East Devon Coast,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Natural,2001,Not Endangered,-2.989888889,50.70555556,2550,(viii),,,,1029
Derwent Valley Mills,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2001,Not Endangered,-1.488055556,53.02888889,1228.7,(ii)(iv),,,,1030
"Royal Botanic Gardens, Kew",United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2003,Not Endangered,-0.294027778,51.48194444,132,(ii)(iii)(iv),,,,1084
Liverpool – Maritime Mercantile City,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2004,Endangered,-2.994444444,53.40666667,136,(ii)(iii)(iv),Y 2012,2012,,1150
Cornwall and West Devon Mining Landscape,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2006,Not Endangered,-5.383611111,50.13611111,19719,(ii)(iii)(iv),,,,1215
Pontcysyllte Aqueduct and Canal,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2009,Not Endangered,-3.087777778,52.97027778,105,(i)(ii)(iv),,,,1303
The Forth Bridge,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2015,Not Endangered,-3.388888889,56.00111111,7.5,(i)(iv),,,,1485
Gorham's Cave Complex,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2016,Not Endangered,-5.342061111,36.12266944,28,(iii),,,,1500
Jodrell Bank Observatory,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,2019,Not Endangered,-2.303861111,53.23391667,17.38,(i)(ii)(iv)(vi),,,,1594
Ngorongoro Conservation Area,United Republic of Tanzania,Africa,Mixed,1979,Not Endangered,35.54083,-3.18722,809440,(iv)(vii)(viii)(ix)(x),P 1984-1989,1984,1989,39
Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,United Republic of Tanzania,Africa,Cultural,1981,Not Endangered,39.52278,-8.95778,0,(iii),P 2004-2014,2004,2014,144
Serengeti National Park,United Republic of Tanzania,Africa,Natural,1981,Not Endangered,34.56667,-2.33333,1476300,(vii)(x),,,,156
Stone Town of Zanzibar,United Republic of Tanzania,Africa,Cultural,2000,Not Endangered,39.18917,-6.16306,96,(ii)(iii)(vi),,,,173
Selous Game Reserve,United Republic of Tanzania,Africa,Natural,1982,Endangered,37.4,-9,5120000,(ix)(x),Y 2014,2014,,199
Kilimanjaro National Park,United Republic of Tanzania,Africa,Natural,1987,Not Endangered,37.36667,-3.06667,75575,(vii),,,,403
Kondoa Rock-Art Sites,United Republic of Tanzania,Africa,Cultural,2006,Not Endangered,35.83388889,-4.724444444,233600,(iii)(vi),,,,1183
Mesa Verde National Park,United States of America,Europe and North America,Cultural,1978,Not Endangered,-108.4855556,37.26166667,21043,(iii),,,,27
Yellowstone National Park,United States of America,Europe and North America,Natural,1978,Not Endangered,-110.82778,44.46056,898349,(vii)(viii)(ix)(x),P 1995-2003,1995,2003,28
Grand Canyon National Park,United States of America,Europe and North America,Natural,1979,Not Endangered,-112.0905556,36.10083333,493270,(vii)(viii)(ix)(x),,,,75
Everglades National Park,United States of America,Europe and North America,Natural,1979,Endangered,-80.99638889,25.55444444,567017,(viii)(ix)(x),Y 2010 P 1993-2007,2010,2007,76
Independence Hall,United States of America,Europe and North America,Cultural,1979,Not Endangered,-75.15,39.94861111,2,(vi),,,,78
Redwood National and State Parks,United States of America,Europe and North America,Natural,1980,Not Endangered,-123.9980556,41.37388889,41571,(vii)(ix),,,,134
Mammoth Cave National Park,United States of America,Europe and North America,Natural,1981,Not Endangered,-86.10305556,37.18722222,21191,(vii)(viii)(x),,,,150
Olympic National Park,United States of America,Europe and North America,Natural,1981,Not Endangered,-123.4488889,47.74833333,0,(vii)(ix),,,,151
Cahokia Mounds State Historic Site,United States of America,Europe and North America,Cultural,1982,Not Endangered,-90.06138889,38.65861111,541,(iii)(iv),,,,198
Great Smoky Mountains National Park,United States of America,Europe and North America,Natural,1983,Not Endangered,-83.43555556,35.59305556,209000,(vii)(viii)(ix)(x),,,,259
La Fortaleza and San Juan National Historic Site in Puerto Rico,United States of America,Europe and North America,Cultural,1983,Not Endangered,-66.125,18.46666667,33.39,(vi),,,,266
Statue of Liberty,United States of America,Europe and North America,Cultural,1984,Not Endangered,-74.04472222,40.68944444,5.95,(i)(vi),,,,307
Yosemite National Park,United States of America,Europe and North America,Natural,1984,Not Endangered,-119.5966667,37.74611111,307934,(vii)(viii),,,,308
Chaco Culture,United States of America,Europe and North America,Cultural,1987,Not Endangered,-107.9708333,36.06377778,14261,(iii),,,,353
Hawaii Volcanoes National Park,United States of America,Europe and North America,Natural,1987,Not Endangered,-155.1236111,19.40083333,87940,(viii),,,,409
Monticello and the University of Virginia in Charlottesville,United States of America,Europe and North America,Cultural,1987,Not Endangered,-78.50388889,38.03277778,795.96,(i)(iv)(vi),,,,442
Taos Pueblo,United States of America,Europe and North America,Cultural,1992,Not Endangered,-105.54167,36.43889,19.01,(iv),,,,492
Carlsbad Caverns National Park,United States of America,Europe and North America,Natural,1995,Not Endangered,-104.3833333,32.16666667,18926,(vii)(viii),,,,721
Papahānaumokuākea,United States of America,Europe and North America,Mixed,2010,Not Endangered,-170.14582,25.34907,36207499,(iii)(vi)(viii)(ix)(x),,,,1326
Monumental Earthworks of Poverty Point,United States of America,Europe and North America,Cultural,2014,Not Endangered,-91.40638889,32.63694444,163,(iii),,,,1435
San Antonio Missions,United States of America,Europe and North America,Cultural,2015,Not Endangered,-98.46,29.32805556,300.8,(ii),,,,1466
The 20th-Century Architecture of Frank Lloyd Wright,United States of America,Europe and North America,Cultural,2019,Not Endangered,-79.46647556,39.90557083,26.369,(ii),,,,1496
Historic Quarter of the City of Colonia del Sacramento,Uruguay,Latin America and the Caribbean,Cultural,1995,Not Endangered,-57.85333333,-34.46777778,16,(iv),,,,747
Fray Bentos Industrial Landscape,Uruguay,Latin America and the Caribbean,Cultural,2015,Not Endangered,-58.33166667,-33.11777778,273.8,(ii)(iv),,,,1464
Itchan Kala,Uzbekistan,Asia and the Pacific,Cultural,1990,Not Endangered,60.36389,41.37833,37.5,(iii)(iv)(v),,,,543
Historic Centre of Bukhara,Uzbekistan,Asia and the Pacific,Cultural,1993,Not Endangered,64.42861,39.77472,216,(ii)(iv)(vi),,,,602
Samarkand  – Crossroad of Cultures,Uzbekistan,Asia and the Pacific,Cultural,2001,Not Endangered,67,39.66861,1123,(i)(ii)(iv),,,,603
Historic Centre of Shakhrisyabz,Uzbekistan,Asia and the Pacific,Cultural,2000,Endangered,66.83333,39.05,240,(iii)(iv),Y 2016,2016,,885
Chief Roi Mata’s Domain,Vanuatu,Asia and the Pacific,Cultural,2008,Not Endangered,168.1777194,-17.62806944,886.31,(iii)(v)(vi),,,,1280
Coro and its Port,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Cultural,1993,Endangered,-69.68333333,11.4,18.4,(iv)(v),Y 2005,2005,,658
Canaima National Park,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Natural,1994,Not Endangered,-61.5,5.33333,3000000,(vii)(viii)(ix)(x),,,,701
Ciudad Universitaria de Caracas,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Cultural,2000,Not Endangered,-66.89068,10.49073,164203,(i)(iv),,,,986
Ha Long Bay,Viet Nam,Asia and the Pacific,Natural,1994,Not Endangered,107.1,20.9,150000,(vii)(viii),,,,672
Complex of Hué Monuments,Viet Nam,Asia and the Pacific,Cultural,1993,Not Endangered,107.57778,16.46944,315.47,(iv),,,,678
Hoi An Ancient Town,Viet Nam,Asia and the Pacific,Cultural,1999,Not Endangered,108.3333333,15.88333333,30,(ii)(v),,,,948
My Son Sanctuary,Viet Nam,Asia and the Pacific,Cultural,1999,Not Endangered,108.5666667,15.51666667,142,(ii)(iii),,,,949
Phong Nha-Ke Bang National Park,Viet Nam,Asia and the Pacific,Natural,2003,Not Endangered,106.15125,17.53722222,123326,(viii)(ix)(x),,,,951
Central Sector of the Imperial Citadel of Thang Long - Hanoi,Viet Nam,Asia and the Pacific,Cultural,2010,Not Endangered,105.8372222,21.03944444,18.395,(ii)(iii)(vi),,,,1328
Citadel of the Ho Dynasty,Viet Nam,Asia and the Pacific,Cultural,2011,Not Endangered,105.6047222,20.07805556,155.5,(ii)(iv),,,,1358
Trang An Landscape Complex,Viet Nam,Asia and the Pacific,Mixed,2014,Not Endangered,105.8963889,20.25666667,6226,(v)(vii)(viii),,,,1438
Old Walled City of Shibam,Yemen,Arab States,Cultural,1982,Endangered,48.62667,15.92694,0,(iii)(iv)(v),Y 2015,2015,,192
Old City of Sana'a,Yemen,Arab States,Cultural,1986,Endangered,44.20805556,15.35555556,0,(iv)(v)(vi),Y 2015,2015,,385
Historic Town of Zabid,Yemen,Arab States,Cultural,1993,Endangered,43.31552778,14.19533333,0,(ii)(iv)(vi),Y 2000,2000,,611
Socotra Archipelago,Yemen,Arab States,Natural,2008,Not Endangered,53.83333333,12.5,410460,(x),,,,1263
"Mana Pools National Park, Sapi and Chewore Safari Areas",Zimbabwe,Africa,Natural,1984,Not Endangered,29.40805556,-15.81944444,676600,(vii)(ix)(x),,,,302
Matobo Hills,Zimbabwe,Africa,Cultural,2003,Not Endangered,28.5,-20.5,205000,(iii)(v)(vi),,,,306
Great Zimbabwe National Monument,Zimbabwe,Africa,Cultural,1986,Not Endangered,30.93333333,-20.28333333,722,(i)(iii)(vi),,,,364
Khami Ruins National Monument,Zimbabwe,Africa,Cultural,1986,Not Endangered,28.37666667,-20.15833333,0,(iii)(iv),,,,365
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,"Albania,Austria,Belgium,Bulgaria,Croatia,Germany,Italy,Romania,Slovakia,Slovenia,Spain,Ukraine",Europe and North America,Natural,2007,Not Endangered,22.33888889,49.00972222,92023.24,(ix),,,,1133
Natural and Cultural Heritage of the Ohrid region,"Albania,North Macedonia",Europe and North America,Mixed,1979,Not Endangered,20.64605556,41.06925,94728.6,(i)(iii)(iv)(vii),,,,99
"Qhapaq Ñan, Andean Road System","Argentina,Bolivia (Plurinational State of),Chile,Colombia,Ecuador,Peru",Latin America and the Caribbean,Cultural,2014,Not Endangered,-69.59166667,-18.25,11406.95,(ii)(iii)(iv)(vi),,,,1459
"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, Nuestra Señora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)","Argentina,Brazil",Latin America and the Caribbean,Cultural,1983,Not Endangered,-54.26583333,-28.54333333,0,(iv),,,,275
Prehistoric Pile Dwellings around the Alps,"Austria,France,Germany,Italy,Slovenia,Switzerland",Europe and North America,Cultural,2011,Not Endangered,8.2075,47.27833333,274.2,(iv)(v),,,,1363
Fertö / Neusiedlersee Cultural Landscape,"Austria,Hungary",Europe and North America,Cultural,2001,Not Endangered,16.72272222,47.71927778,68369,(v),,,,772
Struve Geodetic Arc,"Belarus,Estonia,Finland,Latvia,Lithuania,Norway,Republic of Moldova,Russian Federation,Sweden,Ukraine",Europe and North America,Cultural,2005,Not Endangered,26.33777778,59.05777778,0,(ii)(iv)(vi),,,,1187
Białowieża Forest,"Belarus,Poland",Europe and North America,Natural,1979,Not Endangered,23.98111111,52.7275,0,(ix)(x),,,,33
Belfries of Belgium and France,"Belgium,France",Europe and North America,Cultural,1999,Not Endangered,3.23139,50.17444,0,(ii)(iv),,,,943
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement","Belgium,France,Germany,Switzerland,India,Japan,Argentina","Europe and North America,Asia and the Pacific,Latin America and the Caribbean",Cultural,2016,Not Endangered,6.829336111,46.46841389,98.4838,(i)(ii)(vi),,,,1321
W-Arly-Pendjari Complex,"Benin,Burkina Faso,Niger",Africa,Natural,1996,Not Endangered,2.487777778,11.88416667,1494831,(ix)(x),,,,749
Stećci Medieval Tombstone Graveyards,"Bosnia and Herzegovina,Croatia,Serbia,Montenegro",Europe and North America,Cultural,2016,Not Endangered,17.92405278,43.09221389,49.15,(iii)(vi),,,,1504
Sangha Trinational,"Cameroon,Central African Republic,Congo",Africa,Natural,2012,Not Endangered,16.55416667,2.609444444,746309,(ix)(x),,,,1380
Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,"Canada,United States of America",Europe and North America,Natural,1979,Not Endangered,-140.9919722,61.19758333,9839121,(vii)(viii)(ix)(x),,,,72
Waterton Glacier International Peace Park,"Canada,United States of America",Europe and North America,Natural,1995,Not Endangered,-113.9041667,48.99605556,457614,(vii)(ix),,,,354
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,"China,Kazakhstan,Kyrgyzstan",Asia and the Pacific,Cultural,2014,Not Endangered,108.8572222,34.30444444,42668.16,(ii)(iii)(v)(vi),,,,1442
Talamanca Range-La Amistad Reserves / La Amistad National Park,"Costa Rica,Panama",Latin America and the Caribbean,Natural,1983,Not Endangered,-82.93880556,9.407083333,570045,(vii)(viii)(ix)(x),,,,205
Mount Nimba Strict Nature Reserve,"Côte d'Ivoire,Guinea",Africa,Natural,1981,Endangered,-8.39097,7.60318,18000,(ix)(x),Y 1992,1992,,155
